ImageId,Target,image_path,fold,label
Id_jdqw9hlv6j.png,14.0,data/Id_jdqw9hlv6j.png,0,
Id_6xtrolmuvc.png,18.0,data/Id_6xtrolmuvc.png,1,
Id_2m49sj3xd9.png,0.0,data/Id_2m49sj3xd9.png,2,
Id_9jwg5pcnn4.png,28.0,data/Id_9jwg5pcnn4.png,3,
Id_vnm6e8n0p3.png,21.0,data/Id_vnm6e8n0p3.png,4,
Id_nro5x2z9p2.png,0.0,data/Id_nro5x2z9p2.png,0,
Id_g4c6aa4l1z.png,0.0,data/Id_g4c6aa4l1z.png,1,
Id_j2fzjybuqv.png,0.0,data/Id_j2fzjybuqv.png,2,
Id_5beb0oyc43.png,0.0,data/Id_5beb0oyc43.png,3,
Id_uirh42cj8d.png,0.0,data/Id_uirh42cj8d.png,4,
Id_h1kv7hjply.png,0.0,data/Id_h1kv7hjply.png,0,
Id_hox12g55h9.png,0.0,data/Id_hox12g55h9.png,1,
Id_iz6giv9rl2.png,11.0,data/Id_iz6giv9rl2.png,2,
Id_41v2v91vth.png,11.0,data/Id_41v2v91vth.png,3,
Id_5tplrmht0q.png,3.0,data/Id_5tplrmht0q.png,4,
Id_6ezra2zav9.png,15.0,data/Id_6ezra2zav9.png,0,
Id_qecwqg9rgk.png,0.0,data/Id_qecwqg9rgk.png,1,
Id_6idaf4uzme.png,22.0,data/Id_6idaf4uzme.png,2,
Id_qjbi2wv090.png,8.0,data/Id_qjbi2wv090.png,3,
Id_wb3q5n41us.png,39.0,data/Id_wb3q5n41us.png,4,
Id_fjvn1jg356.png,0.0,data/Id_fjvn1jg356.png,0,
Id_0rnfapoylw.png,21.0,data/Id_0rnfapoylw.png,1,
Id_bg1qb0rcih.png,0.0,data/Id_bg1qb0rcih.png,2,
Id_el14phvmwe.png,0.0,data/Id_el14phvmwe.png,3,
Id_8wt051uqhq.png,9.0,data/Id_8wt051uqhq.png,4,
Id_ls611rwlpc.png,42.0,data/Id_ls611rwlpc.png,0,
Id_ocozno17vq.png,0.0,data/Id_ocozno17vq.png,1,
Id_bloe1r3d4o.png,0.0,data/Id_bloe1r3d4o.png,2,
Id_udxv56s1wj.png,1.0,data/Id_udxv56s1wj.png,3,
Id_5imirc950p.png,0.0,data/Id_5imirc950p.png,4,
Id_vnyjcvbt92.png,18.0,data/Id_vnyjcvbt92.png,0,
Id_xfznlkcxz1.png,0.0,data/Id_xfznlkcxz1.png,1,
Id_1evgmdgwbp.png,0.0,data/Id_1evgmdgwbp.png,2,
Id_8oynq7x68m.png,0.0,data/Id_8oynq7x68m.png,3,
Id_btd8cdgbf7.png,0.0,data/Id_btd8cdgbf7.png,4,
Id_5pyx9vonvs.png,0.0,data/Id_5pyx9vonvs.png,0,
Id_oyhlw8bi1i.png,0.0,data/Id_oyhlw8bi1i.png,1,
Id_42zta1uruw.png,14.0,data/Id_42zta1uruw.png,2,14.0
Id_g5uohasdv9.png,3.0,data/Id_g5uohasdv9.png,3,
Id_pcrw0iiqq3.png,10.0,data/Id_pcrw0iiqq3.png,4,
Id_ty8r18d7he.png,8.0,data/Id_ty8r18d7he.png,0,
Id_lp4yl8q9n2.png,38.0,data/Id_lp4yl8q9n2.png,1,38.0
Id_6iutfmxxev.png,7.0,data/Id_6iutfmxxev.png,2,
Id_sg18fytmsq.png,15.0,data/Id_sg18fytmsq.png,3,15.0
Id_fdxeik1a0d.png,2.0,data/Id_fdxeik1a0d.png,4,
Id_z3vxzf5hn7.png,0.0,data/Id_z3vxzf5hn7.png,0,
Id_aw4uajnpzi.png,0.0,data/Id_aw4uajnpzi.png,1,
Id_n23t5x5cu8.png,0.0,data/Id_n23t5x5cu8.png,2,
Id_cmt4bxk5he.png,0.0,data/Id_cmt4bxk5he.png,3,
Id_fnt1xjmn2q.png,17.0,data/Id_fnt1xjmn2q.png,4,
Id_0de4s86w8i.png,20.0,data/Id_0de4s86w8i.png,0,
Id_huj9emvw8g.png,0.0,data/Id_huj9emvw8g.png,1,
Id_6znbrl0twj.png,0.0,data/Id_6znbrl0twj.png,2,
Id_nimf7ddhfl.png,7.0,data/Id_nimf7ddhfl.png,3,
Id_nof9so5kgt.png,17.0,data/Id_nof9so5kgt.png,4,
Id_9id5621bm1.png,17.0,data/Id_9id5621bm1.png,0,17.0
Id_z5jgk2u484.png,16.0,data/Id_z5jgk2u484.png,1,
Id_symjtn15to.png,0.0,data/Id_symjtn15to.png,2,
Id_kgzm3j5xen.png,41.0,data/Id_kgzm3j5xen.png,3,
Id_fc8odjkniz.png,0.0,data/Id_fc8odjkniz.png,4,
Id_s68aj3tovm.png,4.0,data/Id_s68aj3tovm.png,0,
Id_5cs08zo4v2.png,0.0,data/Id_5cs08zo4v2.png,1,
Id_0f72be0ksr.png,28.0,data/Id_0f72be0ksr.png,2,
Id_jaamp28xbh.png,18.0,data/Id_jaamp28xbh.png,3,
Id_jaw0x9jmo5.png,17.0,data/Id_jaw0x9jmo5.png,4,
Id_2zppbjirvr.png,0.0,data/Id_2zppbjirvr.png,0,
Id_1gl66beu4r.png,0.0,data/Id_1gl66beu4r.png,1,
Id_k9iyb2jqij.png,0.0,data/Id_k9iyb2jqij.png,2,
Id_an6g1lq6a6.png,0.0,data/Id_an6g1lq6a6.png,3,
Id_e9i1lkh4jm.png,0.0,data/Id_e9i1lkh4jm.png,4,
Id_pynew7avej.png,17.0,data/Id_pynew7avej.png,0,
Id_nq23oqkvl6.png,0.0,data/Id_nq23oqkvl6.png,1,
Id_uhdx8fvopp.png,20.0,data/Id_uhdx8fvopp.png,2,
Id_b50k80hqcm.png,0.0,data/Id_b50k80hqcm.png,3,
Id_vupnduc26d.png,0.0,data/Id_vupnduc26d.png,4,
Id_ujdbfka7hp.png,0.0,data/Id_ujdbfka7hp.png,0,
Id_scf1bqac43.png,35.0,data/Id_scf1bqac43.png,1,35.0
Id_rfrpm5wyms.png,0.0,data/Id_rfrpm5wyms.png,2,
Id_thvgborf1h.png,0.0,data/Id_thvgborf1h.png,3,
Id_k9riu20gpi.png,4.0,data/Id_k9riu20gpi.png,4,
Id_knd2cmwufe.png,0.0,data/Id_knd2cmwufe.png,0,
Id_64kzmjotzl.png,1.0,data/Id_64kzmjotzl.png,1,1.0
Id_o5xddicddr.png,18.0,data/Id_o5xddicddr.png,2,
Id_nbr79c656t.png,0.0,data/Id_nbr79c656t.png,3,
Id_xfi8yw33f2.png,44.0,data/Id_xfi8yw33f2.png,4,
Id_s2tzxtzvjr.png,0.0,data/Id_s2tzxtzvjr.png,0,
Id_rvu8yg643l.png,18.0,data/Id_rvu8yg643l.png,1,
Id_thk03hhi0m.png,0.0,data/Id_thk03hhi0m.png,2,
Id_zb0apy5mxu.png,4.0,data/Id_zb0apy5mxu.png,3,
Id_cplvzql6if.png,12.0,data/Id_cplvzql6if.png,4,
Id_cza1koxh9g.png,23.0,data/Id_cza1koxh9g.png,0,
Id_t5b3ksvrzl.png,2.0,data/Id_t5b3ksvrzl.png,1,
Id_0v3pjjm73i.png,0.0,data/Id_0v3pjjm73i.png,2,
Id_kmexuj6h1t.png,2.0,data/Id_kmexuj6h1t.png,3,
Id_2qxcx2cfm6.png,26.0,data/Id_2qxcx2cfm6.png,4,
Id_5n9lq17ick.png,0.0,data/Id_5n9lq17ick.png,0,
Id_bglft34aww.png,0.0,data/Id_bglft34aww.png,1,
Id_p7y6h0mz0r.png,26.0,data/Id_p7y6h0mz0r.png,2,
Id_szrbl804kz.png,16.0,data/Id_szrbl804kz.png,3,
Id_13rvxhi8po.png,18.0,data/Id_13rvxhi8po.png,4,
Id_b8o7o7mfsg.png,0.0,data/Id_b8o7o7mfsg.png,0,
Id_qhwgcv2sbs.png,0.0,data/Id_qhwgcv2sbs.png,1,
Id_1ub9afa9w3.png,0.0,data/Id_1ub9afa9w3.png,2,
Id_w4toefducw.png,9.0,data/Id_w4toefducw.png,3,
Id_0rpuiekbfh.png,0.0,data/Id_0rpuiekbfh.png,4,
Id_tf60ghsnhu.png,17.0,data/Id_tf60ghsnhu.png,0,17.0
Id_j0thu3wem7.png,0.0,data/Id_j0thu3wem7.png,1,
Id_fx1bzd892i.png,19.0,data/Id_fx1bzd892i.png,2,19.0
Id_6p2zpl0wnh.png,41.0,data/Id_6p2zpl0wnh.png,3,
Id_3in5xcuohd.png,13.0,data/Id_3in5xcuohd.png,4,
Id_ebubpk615f.png,1.0,data/Id_ebubpk615f.png,0,
Id_6wc98sjsv3.png,0.0,data/Id_6wc98sjsv3.png,1,
Id_iqluerp3q6.png,0.0,data/Id_iqluerp3q6.png,2,
Id_g45zl57psk.png,0.0,data/Id_g45zl57psk.png,3,
Id_eo8fa7fwh8.png,0.0,data/Id_eo8fa7fwh8.png,4,
Id_2b94bnwygr.png,0.0,data/Id_2b94bnwygr.png,0,
Id_o9t6sm5kdv.png,2.0,data/Id_o9t6sm5kdv.png,1,
Id_m88hi3ug0r.png,0.0,data/Id_m88hi3ug0r.png,2,
Id_j8sv8iozmw.png,0.0,data/Id_j8sv8iozmw.png,3,
Id_a1nvgdwv7m.png,0.0,data/Id_a1nvgdwv7m.png,4,
Id_6p4bomwlbi.png,40.0,data/Id_6p4bomwlbi.png,0,
Id_oqt8wpfjv2.png,23.0,data/Id_oqt8wpfjv2.png,1,
Id_gusgkd4utv.png,0.0,data/Id_gusgkd4utv.png,2,
Id_7aofg9gk0u.png,3.0,data/Id_7aofg9gk0u.png,3,
Id_0glyo7vcoh.png,0.0,data/Id_0glyo7vcoh.png,4,
Id_21nev8u09k.png,0.0,data/Id_21nev8u09k.png,0,
Id_gs0lekyshc.png,44.0,data/Id_gs0lekyshc.png,1,
Id_jaqj9b03f3.png,0.0,data/Id_jaqj9b03f3.png,2,
Id_bbtcf7ajkd.png,2.0,data/Id_bbtcf7ajkd.png,3,
Id_ahc00voygz.png,0.0,data/Id_ahc00voygz.png,4,
Id_y04j0399iu.png,0.0,data/Id_y04j0399iu.png,0,
Id_mc1inhxjen.png,0.0,data/Id_mc1inhxjen.png,1,
Id_mxegs2ce5a.png,11.0,data/Id_mxegs2ce5a.png,2,
Id_jxu8riswpw.png,17.0,data/Id_jxu8riswpw.png,3,17.0
Id_7uyskvkpkx.png,0.0,data/Id_7uyskvkpkx.png,4,
Id_58jzjugxhc.png,21.0,data/Id_58jzjugxhc.png,0,
Id_vwh7ybgz1q.png,0.0,data/Id_vwh7ybgz1q.png,1,
Id_b0d5hniyjo.png,0.0,data/Id_b0d5hniyjo.png,2,
Id_roexnxbpn9.png,0.0,data/Id_roexnxbpn9.png,3,
Id_m57xpe5rbj.png,1.0,data/Id_m57xpe5rbj.png,4,
Id_2cuw2s3yh3.png,38.0,data/Id_2cuw2s3yh3.png,0,
Id_0x8xx6ak1m.png,22.0,data/Id_0x8xx6ak1m.png,1,
Id_ww8d00qsa9.png,10.0,data/Id_ww8d00qsa9.png,2,
Id_j5hjahnsbr.png,23.0,data/Id_j5hjahnsbr.png,3,
Id_d4xr4v04vq.png,10.0,data/Id_d4xr4v04vq.png,4,10.0
Id_jzif5ww34s.png,0.0,data/Id_jzif5ww34s.png,0,
Id_l6b5mlwxk3.png,40.0,data/Id_l6b5mlwxk3.png,1,
Id_ybrtalcwuk.png,17.0,data/Id_ybrtalcwuk.png,2,
Id_sv3vrf4skq.png,34.0,data/Id_sv3vrf4skq.png,3,
Id_ykpsdf6fo0.png,0.0,data/Id_ykpsdf6fo0.png,4,
Id_yuts7qn2ae.png,2.0,data/Id_yuts7qn2ae.png,0,
Id_den2dy9vtv.png,35.0,data/Id_den2dy9vtv.png,1,
Id_2zz1e04p8q.png,0.0,data/Id_2zz1e04p8q.png,2,
Id_014krjcyn7.png,0.0,data/Id_014krjcyn7.png,3,
Id_e6j9b2k3s8.png,31.0,data/Id_e6j9b2k3s8.png,4,
Id_5qg8dm5117.png,0.0,data/Id_5qg8dm5117.png,0,
Id_kghu1uveps.png,7.0,data/Id_kghu1uveps.png,1,
Id_5sbexmqqoz.png,22.0,data/Id_5sbexmqqoz.png,2,
Id_k1swl5p37b.png,0.0,data/Id_k1swl5p37b.png,3,
Id_3pzx7qz09f.png,0.0,data/Id_3pzx7qz09f.png,4,
Id_ygkyi6uknj.png,21.0,data/Id_ygkyi6uknj.png,0,21.0
Id_951wpsdag3.png,39.0,data/Id_951wpsdag3.png,1,
Id_19wat1o528.png,0.0,data/Id_19wat1o528.png,2,
Id_uhcehdmyc1.png,47.0,data/Id_uhcehdmyc1.png,3,47.0
Id_iozq2tebwu.png,0.0,data/Id_iozq2tebwu.png,4,
Id_3vlpwzdoex.png,38.0,data/Id_3vlpwzdoex.png,0,
Id_k5i7w5cpzy.png,0.0,data/Id_k5i7w5cpzy.png,1,
Id_jpue0x04vr.png,12.0,data/Id_jpue0x04vr.png,2,12.0
Id_j4c9dkm6ds.png,0.0,data/Id_j4c9dkm6ds.png,3,
Id_p3hr39yx4r.png,33.0,data/Id_p3hr39yx4r.png,4,
Id_3xlluqdw2h.png,15.0,data/Id_3xlluqdw2h.png,0,
Id_0hbra3t3yp.png,0.0,data/Id_0hbra3t3yp.png,1,
Id_1q9l9lwf70.png,0.0,data/Id_1q9l9lwf70.png,2,
Id_1gwfo1iv79.png,16.0,data/Id_1gwfo1iv79.png,3,
Id_spgrqoosxf.png,1.0,data/Id_spgrqoosxf.png,4,
Id_onjtrxwy09.png,46.0,data/Id_onjtrxwy09.png,0,
Id_81w5whjhcl.png,10.0,data/Id_81w5whjhcl.png,1,
Id_9a9nfl21iz.png,41.0,data/Id_9a9nfl21iz.png,2,
Id_eptoef3e8u.png,0.0,data/Id_eptoef3e8u.png,3,
Id_gjy1cqf8zt.png,0.0,data/Id_gjy1cqf8zt.png,4,
Id_2lsq1o748p.png,0.0,data/Id_2lsq1o748p.png,0,
Id_oy8n0smuhz.png,0.0,data/Id_oy8n0smuhz.png,1,
Id_f0rt9fr606.png,0.0,data/Id_f0rt9fr606.png,2,
Id_bkhg4migmr.png,44.0,data/Id_bkhg4migmr.png,3,
Id_h6ypo40kcg.png,1.0,data/Id_h6ypo40kcg.png,4,
Id_1cz94i1r81.png,33.0,data/Id_1cz94i1r81.png,0,
Id_pp51lddy9w.png,29.0,data/Id_pp51lddy9w.png,1,
Id_19dmjzgnew.png,3.0,data/Id_19dmjzgnew.png,2,
Id_1ajvo5nh1y.png,5.0,data/Id_1ajvo5nh1y.png,3,
Id_ctldlrx0mw.png,0.0,data/Id_ctldlrx0mw.png,4,
Id_8xp1empv3g.png,14.0,data/Id_8xp1empv3g.png,0,
Id_3jzv4hmx36.png,40.0,data/Id_3jzv4hmx36.png,1,
Id_0y5luf1krp.png,34.0,data/Id_0y5luf1krp.png,2,
Id_e3k6ytrx6z.png,0.0,data/Id_e3k6ytrx6z.png,3,
Id_ygg8k36leg.png,0.0,data/Id_ygg8k36leg.png,4,
Id_2s9a62ics1.png,0.0,data/Id_2s9a62ics1.png,0,
Id_2024f461cl.png,0.0,data/Id_2024f461cl.png,1,
Id_s45iffh853.png,0.0,data/Id_s45iffh853.png,2,
Id_rc6skh7tot.png,0.0,data/Id_rc6skh7tot.png,3,
Id_0ysl3hfeau.png,0.0,data/Id_0ysl3hfeau.png,4,
Id_0scpulqyfs.png,0.0,data/Id_0scpulqyfs.png,0,
Id_wpqgcmeqkr.png,19.0,data/Id_wpqgcmeqkr.png,1,
Id_dwz1nvrf5i.png,20.0,data/Id_dwz1nvrf5i.png,2,
Id_4obavy78cd.png,10.0,data/Id_4obavy78cd.png,3,
Id_t9jb8z55br.png,20.0,data/Id_t9jb8z55br.png,4,
Id_2z4xe4qnti.png,0.0,data/Id_2z4xe4qnti.png,0,
Id_badq9vxbzq.png,0.0,data/Id_badq9vxbzq.png,1,
Id_nnwunsdkpe.png,20.0,data/Id_nnwunsdkpe.png,2,
Id_smbzeh4om8.png,0.0,data/Id_smbzeh4om8.png,3,
Id_juyjz8htoj.png,39.0,data/Id_juyjz8htoj.png,4,
Id_sz2d2dlwje.png,5.0,data/Id_sz2d2dlwje.png,0,
Id_fu5ykmd1eg.png,11.0,data/Id_fu5ykmd1eg.png,1,
Id_0rt2mxwlys.png,15.0,data/Id_0rt2mxwlys.png,2,
Id_qjsb08pflk.png,22.0,data/Id_qjsb08pflk.png,3,
Id_9tkt5oam5o.png,22.0,data/Id_9tkt5oam5o.png,4,
Id_1yebes67ux.png,2.0,data/Id_1yebes67ux.png,0,
Id_dfi0a3ebsf.png,4.0,data/Id_dfi0a3ebsf.png,1,
Id_cwv082vtx2.png,21.0,data/Id_cwv082vtx2.png,2,
Id_8hug7b56rr.png,0.0,data/Id_8hug7b56rr.png,3,
Id_fbjx63p6yr.png,16.0,data/Id_fbjx63p6yr.png,4,16.0
Id_o1szl6nd3v.png,0.0,data/Id_o1szl6nd3v.png,0,
Id_njx5p2lo5c.png,0.0,data/Id_njx5p2lo5c.png,1,
Id_jec19xjaye.png,24.0,data/Id_jec19xjaye.png,2,
Id_70ux4duc5d.png,0.0,data/Id_70ux4duc5d.png,3,
Id_cpgk0206xw.png,1.0,data/Id_cpgk0206xw.png,4,
Id_r8g06cdwft.png,0.0,data/Id_r8g06cdwft.png,0,
Id_3u107gbw2b.png,0.0,data/Id_3u107gbw2b.png,1,
Id_kuehrwydyv.png,0.0,data/Id_kuehrwydyv.png,2,
Id_zrl7swd1wo.png,0.0,data/Id_zrl7swd1wo.png,3,
Id_2cu2eahhkc.png,0.0,data/Id_2cu2eahhkc.png,4,
Id_xpy26g7h44.png,0.0,data/Id_xpy26g7h44.png,0,
Id_s9epvnfkbt.png,0.0,data/Id_s9epvnfkbt.png,1,
Id_i6ym1pffon.png,1.0,data/Id_i6ym1pffon.png,2,
Id_h4vb6j1ji1.png,19.0,data/Id_h4vb6j1ji1.png,3,
Id_nofhm7pu32.png,19.0,data/Id_nofhm7pu32.png,4,
Id_mzurp7qmh9.png,10.0,data/Id_mzurp7qmh9.png,0,
Id_g8omyudwdl.png,0.0,data/Id_g8omyudwdl.png,1,
Id_avhqr6ri61.png,0.0,data/Id_avhqr6ri61.png,2,
Id_xkdqeqatfd.png,15.0,data/Id_xkdqeqatfd.png,3,
Id_0sog4p06ir.png,11.0,data/Id_0sog4p06ir.png,4,
Id_pfgaifekzq.png,0.0,data/Id_pfgaifekzq.png,0,
Id_7p0zpisgg0.png,2.0,data/Id_7p0zpisgg0.png,1,
Id_6maucp11uf.png,19.0,data/Id_6maucp11uf.png,2,
Id_idd46tqlbe.png,0.0,data/Id_idd46tqlbe.png,3,
Id_r2acm3vm1l.png,0.0,data/Id_r2acm3vm1l.png,4,
Id_o80ntq2r1q.png,15.0,data/Id_o80ntq2r1q.png,0,
Id_7o47cfhzu1.png,0.0,data/Id_7o47cfhzu1.png,1,
Id_oenlv2vmkt.png,0.0,data/Id_oenlv2vmkt.png,2,
Id_lvvhddgt18.png,6.0,data/Id_lvvhddgt18.png,3,
Id_v5jlww8bm6.png,0.0,data/Id_v5jlww8bm6.png,4,
Id_otky8gvqpv.png,0.0,data/Id_otky8gvqpv.png,0,
Id_wz1jv77gxu.png,0.0,data/Id_wz1jv77gxu.png,1,
Id_h4h8rvm7u7.png,0.0,data/Id_h4h8rvm7u7.png,2,
Id_gd3yo3w2cf.png,0.0,data/Id_gd3yo3w2cf.png,3,
Id_25q3w3vlxv.png,0.0,data/Id_25q3w3vlxv.png,4,
Id_tov1majh6c.png,0.0,data/Id_tov1majh6c.png,0,
Id_1q4gqvn8aa.png,0.0,data/Id_1q4gqvn8aa.png,1,
Id_f9l3ga26hn.png,0.0,data/Id_f9l3ga26hn.png,2,
Id_5euiu72pri.png,0.0,data/Id_5euiu72pri.png,3,
Id_md6ehz7fu6.png,4.0,data/Id_md6ehz7fu6.png,4,
Id_6z6ag636ci.png,0.0,data/Id_6z6ag636ci.png,0,
Id_ckb1fbpcym.png,0.0,data/Id_ckb1fbpcym.png,1,
Id_bjnrk3ou9u.png,22.0,data/Id_bjnrk3ou9u.png,2,22.0
Id_ykcnvvqg8t.png,42.0,data/Id_ykcnvvqg8t.png,3,
Id_1ogl37p9nc.png,0.0,data/Id_1ogl37p9nc.png,4,
Id_i934khc7gn.png,20.0,data/Id_i934khc7gn.png,0,
Id_opjlyipog1.png,0.0,data/Id_opjlyipog1.png,1,
Id_i2ysjj0u5q.png,0.0,data/Id_i2ysjj0u5q.png,2,
Id_u5t8op5lth.png,0.0,data/Id_u5t8op5lth.png,3,
Id_2rsz6tm2p9.png,0.0,data/Id_2rsz6tm2p9.png,4,
Id_emdzhqvhud.png,0.0,data/Id_emdzhqvhud.png,0,
Id_lh8b1k1lx8.png,1.0,data/Id_lh8b1k1lx8.png,1,1.0
Id_dqnevx98d4.png,0.0,data/Id_dqnevx98d4.png,2,
Id_lw3circueg.png,0.0,data/Id_lw3circueg.png,3,
Id_4l5oywwet0.png,0.0,data/Id_4l5oywwet0.png,4,
Id_euhv92m9jn.png,45.0,data/Id_euhv92m9jn.png,0,
Id_ir69cze5sh.png,0.0,data/Id_ir69cze5sh.png,1,
Id_2l3w4qa1jo.png,1.0,data/Id_2l3w4qa1jo.png,2,
Id_0udgjksz6h.png,38.0,data/Id_0udgjksz6h.png,3,
Id_w4xljstaao.png,19.0,data/Id_w4xljstaao.png,4,
Id_htz0cqd6z5.png,0.0,data/Id_htz0cqd6z5.png,0,
Id_yetxc0mkfj.png,0.0,data/Id_yetxc0mkfj.png,1,
Id_eml194wggt.png,8.0,data/Id_eml194wggt.png,2,
Id_6m2w62rmk2.png,0.0,data/Id_6m2w62rmk2.png,3,
Id_2jwmod1g0s.png,13.0,data/Id_2jwmod1g0s.png,4,
Id_i0alsg4mte.png,12.0,data/Id_i0alsg4mte.png,0,
Id_eva9v9akne.png,0.0,data/Id_eva9v9akne.png,1,
Id_au69bxpbel.png,0.0,data/Id_au69bxpbel.png,2,
Id_x2x26o3xkb.png,0.0,data/Id_x2x26o3xkb.png,3,
Id_47a54vait6.png,20.0,data/Id_47a54vait6.png,4,
Id_bgi8fhty8p.png,43.0,data/Id_bgi8fhty8p.png,0,
Id_wulps5i0xw.png,0.0,data/Id_wulps5i0xw.png,1,
Id_lt0oi5n3ua.png,45.0,data/Id_lt0oi5n3ua.png,2,
Id_w275rkz5rl.png,0.0,data/Id_w275rkz5rl.png,3,
Id_em28c3ngn2.png,1.0,data/Id_em28c3ngn2.png,4,
Id_o68u2uofv5.png,0.0,data/Id_o68u2uofv5.png,0,
Id_rmiyse9231.png,17.0,data/Id_rmiyse9231.png,1,
Id_pa5xg435ip.png,0.0,data/Id_pa5xg435ip.png,2,
Id_hp1unfljn1.png,12.0,data/Id_hp1unfljn1.png,3,12.0
Id_2nhkl9xhhr.png,0.0,data/Id_2nhkl9xhhr.png,4,
Id_dfdle1f6v9.png,14.0,data/Id_dfdle1f6v9.png,0,
Id_twnvz524v1.png,8.0,data/Id_twnvz524v1.png,1,
Id_5m9mgbw8od.png,0.0,data/Id_5m9mgbw8od.png,2,
Id_fel44bf1r0.png,0.0,data/Id_fel44bf1r0.png,3,
Id_x4n57epj6r.png,5.0,data/Id_x4n57epj6r.png,4,
Id_p4kgvgwf76.png,0.0,data/Id_p4kgvgwf76.png,0,
Id_2jb8zzqduj.png,0.0,data/Id_2jb8zzqduj.png,1,
Id_vi3jl0xhnu.png,25.0,data/Id_vi3jl0xhnu.png,2,
Id_fljajfru3n.png,2.0,data/Id_fljajfru3n.png,3,
Id_l4svjx5ear.png,0.0,data/Id_l4svjx5ear.png,4,
Id_p6b0xqkr4j.png,0.0,data/Id_p6b0xqkr4j.png,0,
Id_h4xhre7mbg.png,0.0,data/Id_h4xhre7mbg.png,1,
Id_hew9z6lxyp.png,1.0,data/Id_hew9z6lxyp.png,2,
Id_ydp2ivw2ec.png,0.0,data/Id_ydp2ivw2ec.png,3,
Id_j4kpo9sxf1.png,0.0,data/Id_j4kpo9sxf1.png,4,
Id_ljpt99hh0h.png,0.0,data/Id_ljpt99hh0h.png,0,
Id_q01urs3t22.png,1.0,data/Id_q01urs3t22.png,1,
Id_tiutsjjcr1.png,0.0,data/Id_tiutsjjcr1.png,2,
Id_0blj67j5gw.png,0.0,data/Id_0blj67j5gw.png,3,
Id_7o4gtb7i68.png,11.0,data/Id_7o4gtb7i68.png,4,
Id_c471hjzuy9.png,4.0,data/Id_c471hjzuy9.png,0,
Id_vxrs8k4apj.png,41.0,data/Id_vxrs8k4apj.png,1,
Id_a6ivjoared.png,0.0,data/Id_a6ivjoared.png,2,
Id_u0r2hb3edn.png,0.0,data/Id_u0r2hb3edn.png,3,
Id_wwrz78tkxe.png,0.0,data/Id_wwrz78tkxe.png,4,
Id_2r2259ynzp.png,15.0,data/Id_2r2259ynzp.png,0,15.0
Id_qwh9km82bi.png,0.0,data/Id_qwh9km82bi.png,1,
Id_rwjxqwrwhr.png,29.0,data/Id_rwjxqwrwhr.png,2,
Id_38pwgag8x7.png,0.0,data/Id_38pwgag8x7.png,3,
Id_j7cgw2c8cv.png,19.0,data/Id_j7cgw2c8cv.png,4,
Id_5lj4y9leh4.png,5.0,data/Id_5lj4y9leh4.png,0,
Id_wqa5hwvz8v.png,29.0,data/Id_wqa5hwvz8v.png,1,
Id_iqzys49ko0.png,0.0,data/Id_iqzys49ko0.png,2,
